journey_minutes,time_of_day,direction,target_city,target_city_name
198,3,0,2,Kekirawa
80,1,0,0,Kurunegala
208,0,1,3,Colombo
106,2,1,1,Dambulla
179,2,0,1,Dambulla
203,1,1,3,Colombo
81,0,1,0,Kekirawa
145,3,1,2,Kurunegala
108,2,1,1,Dambulla
87,0,0,0,Kurunegala
113,3,1,1,Dambulla
147,2,1,2,Kurunegala
265,2,0,3,Anuradhapura
268,1,0,3,Anuradhapura
208,2,1,3,Colombo
256,0,0,3,Anuradhapura
118,0,1,1,Dambulla
177,1,0,1,Dambulla
107,0,1,1,Dambulla
177,2,0,1,Dambulla
117,2,1,1,Dambulla
197,3,0,2,Kekirawa
86,3,0,0,Kurunegala
206,2,1,3,Colombo
79,3,0,0,Kurunegala
196,2,1,3,Colombo
203,1,1,3,Colombo
257,0,0,3,Anuradhapura
165,2,0,1,Dambulla
138,1,1,2,Kurunegala
77,3,0,0,Kurunegala
84,2,0,0,Kurunegala
171,0,0,1,Dambulla
195,2,0,2,Kekirawa
207,0,0,2,Kekirawa
84,0,1,0,Kekirawa
172,1,0,1,Dambulla
83,0,1,0,Kekirawa
172,0,0,1,Dambulla
268,2,0,3,Anuradhapura
196,2,0,2,Kekirawa
140,0,1,2,Kurunegala
200,0,0,2,Kekirawa
114,1,1,1,Dambulla
169,3,0,1,Dambulla
82,1,0,0,Kurunegala
86,2,0,0,Kurunegala
142,0,1,2,Kurunegala
205,0,0,2,Kekirawa
268,3,0,3,Anuradhapura
179,1,0,1,Dambulla
196,2,0,2,Kekirawa
268,0,0,3,Anuradhapura
170,3,0,1,Dambulla
178,1,0,1,Dambulla
81,2,0,0,Kurunegala
79,1,0,0,Kurunegala
114,0,1,1,Dambulla
144,2,1,2,Kurunegala
85,1,0,0,Kurunegala
147,3,1,2,Kurunegala
149,0,1,2,Kurunegala
83,2,0,0,Kurunegala
168,1,0,1,Dambulla
195,1,1,3,Colombo
112,2,1,1,Dambulla
76,2,0,0,Kurunegala
118,2,1,1,Dambulla
145,2,1,2,Kurunegala
88,2,0,0,Kurunegala
265,3,0,3,Anuradhapura
119,2,1,1,Dambulla
197,3,1,3,Colombo
109,2,1,1,Dambulla
109,1,1,1,Dambulla
114,3,1,1,Dambulla
105,2,1,1,Dambulla
201,3,1,3,Colombo
206,1,0,2,Kekirawa
80,2,0,0,Kurunegala
203,0,0,2,Kekirawa
116,1,1,1,Dambulla
89,3,0,0,Kurunegala
144,0,1,2,Kurunegala
201,3,1,3,Colombo
202,3,0,2,Kekirawa
84,3,1,0,Kekirawa
196,3,1,3,Colombo
144,3,1,2,Kurunegala
199,0,0,2,Kekirawa
179,1,0,1,Dambulla
118,0,1,1,Dambulla
141,2,1,2,Kurunegala
165,2,0,1,Dambulla
